0	92.6544	92.6645	92.6416	92.6665	92.6649	92.6493	92.6516	92.6865	92.6545	92.6654	92.6455	92.6655	92.6653	92.6494	92.6524	92.6874
0.14	92.6555	92.6656	92.6455	92.6654	92.6657	92.6495	92.6527	92.6876	92.6576	92.6663	92.6496	92.6696	92.6644	92.6413	92.6545	92.6845
1.02	92.6556	92.6667	92.6494	92.6665	92.6648	92.6414	92.6548	92.6847	92.6577	92.6686	92.6497	92.6647	92.6666	92.6406	92.6549	92.6826
1.16	92.6587	92.6685	92.6497	92.6649	92.6666	92.6406	92.6549	92.6828	92.6534	92.6645	92.6413	92.6664	92.6644	92.6495	92.6515	92.6893
2.15	92.6568	92.6664	92.6498	92.6697	92.6644	92.6497	92.6514	92.6849	92.6588	92.6695	92.6495	92.6694	92.6647	92.6497	92.6517	92.6847
3.12	92.6514	92.6624	92.6413	92.6648	92.6665	92.6449	92.6493	92.685	92.6559	92.6644	92.6453	92.6643	92.6668	92.6448	92.6494	92.6853
3.30	92.6543	92.6643	92.6456	92.6621	92.6656	92.6455	92.6485	92.6862	92.6541	92.6627	92.6415	92.6622	92.6656	92.6459	92.6483	92.6862
4.17	92.6565	92.6665	92.6422	92.6622	92.6617	92.6474	92.6556	92.6883	92.6562	92.6666	92.6426	92.6621	92.6615	92.6476	92.6552	92.6884
5.23	92.6552	92.6658	92.6492	92.6603	92.6603	92.6492	92.6567	92.6814	92.6553	92.6654	92.6427	92.6607	92.6606	92.6495	92.6562	92.6815
6.10	92.6511	92.6616	92.6496	92.6664	92.6644	92.6481	92.6562	92.6823	92.6514	92.6615	92.6494	92.6668	92.6647	92.6484	92.6599	92.6826
6.28	92.6503	92.66	92.6417	92.6685	92.6615	92.6412	92.6553	92.6862	92.6505	92.6604	92.6416	92.6689	92.6618	92.6413	92.6557	92.6862
7.08	92.6565	92.6566	92.6468	92.6649	92.6666	92.6423	92.6514	92.6862	92.6596	92.6593	92.6493	92.664	92.6665	92.6422	92.6516	92.6861
7.18	92.6566	92.6568	92.6468	92.664	92.6641	92.6414	92.6495	92.6855	92.6597	92.6595	92.6492	92.6649	92.6644	92.6419	92.6494	92.6857
10.14	92.6587	92.6587	92.6487	92.6657	92.6682	92.6405	92.6496	92.6866	92.6581	92.6587	92.6486	92.6655	92.6683	92.6408	92.6493	92.6867
04.29	92.6518	92.6565	92.6431	92.6651	92.6597	92.6444	92.6477	92.6874	92.6542	92.6597	92.6493	92.668	92.6664	92.6467	92.6579	92.6861
04.29	92.6524	92.6587	92.641	92.6613	92.6691	92.6401	92.6505	92.6826	92.6533	92.6687	92.6502	92.6637	92.6603	92.6464	92.6542	92.6901
04.29	92.6565	92.6595	92.6409	92.6631	92.6668	92.6446	92.6486	92.686	92.6515	92.6649	92.6426	92.6612	92.6621	92.6405	92.6561	92.6882
04.29	92.652	92.6589	92.6407	92.6619	92.669	92.6417	92.6535	92.6857	92.6564	92.6658	92.6507	92.6684	92.6604	92.6492	92.655	92.6891
04.29	92.6529	92.6681	92.6426	92.6704	92.6659	92.6435	92.6511	92.6858	92.6501	92.6603	92.6479	92.6638	92.6683	92.6426	92.6581	92.6845
04.29	92.6544	92.6557	92.6489	92.667	92.6677	92.6474	92.6486	92.6813	92.652	92.6614	92.6458	92.6636	92.6623	92.6418	92.6563	92.6898
04.29	92.6596	92.6611	92.6475	92.6655	92.6608	92.6483	92.6506	92.6858	92.6588	92.6694	92.6494	92.6678	92.6655	92.6428	92.66	92.6864
04.29	92.6552	92.6568	92.6504	92.6599	92.6641	92.64	92.6553	92.6881	92.6516	92.6606	92.6421	92.6625	92.6663	92.6399	92.6529	92.6815
04.29	92.6592	92.6615	92.6472	92.6599	92.6654	92.6395	92.6504	92.6888	92.6587	92.6661	92.6446	92.6641	92.6636	92.6494	92.6551	92.6899
04.29	92.6552	92.6583	92.6436	92.669	92.6675	92.643	92.6503	92.6839	92.6507	92.6578	92.6487	92.6665	92.6629	92.6442	92.65	92.6864
04.29	92.6502	92.6664	92.6467	92.6641	92.6643	92.6502	92.6515	92.6834	92.6593	92.6651	92.6443	92.6643	92.6632	92.6444	92.6608	92.6851
04.29	92.6504	92.6587	92.6507	92.6643	92.6675	92.6426	92.649	92.6859	92.6504	92.662	92.6468	92.6648	92.6627	92.6406	92.6501	92.682
04.29	92.6573	92.6614	92.6436	92.6648	92.6623	92.642	92.6528	92.6884	92.6536	92.6701	92.6414	92.6681	92.6652	92.6397	92.6509	92.6856
04.29	92.6529	92.6582	92.6447	92.6604	92.664	92.6435	92.654	92.6879	92.6579	92.6587	92.6413	92.6677	92.6666	92.6443	92.6526	92.6887
04.29	92.6588	92.6618	92.6488	92.6703	92.6643	92.6402	92.6509	92.6819	92.6518	92.6612	92.6422	92.6634	92.6611	92.643	92.6504	92.6895
04.29	92.6592	92.6596	92.643	92.6594	92.6672	92.6466	92.6559	92.6877	92.6529	92.6613	92.65	92.6624	92.6664	92.6448	92.6539	92.6823
04.29	92.6594	92.6576	92.6448	92.6652	92.6657	92.6438	92.6504	92.6811	92.6588	92.6589	92.6454	92.6697	92.6621	92.6475	92.6543	92.6889
04.29	92.6508	92.6677	92.6455	92.6624	92.6676	92.6487	92.6529	92.6864	92.6542	92.659	92.6423	92.6679	92.6636	92.6498	92.6474	92.6812
