00.24	92.6544	92.6645	92.6416	92.6665	92.6649	92.6493	92.6516	92.6865	92.6534	92.6645	92.6413	92.6664	92.6644	92.6495	92.6515	92.6893
00.24	92.6545	92.6646	92.6417	92.6666	92.6650	92.6494	92.6517	92.6866	92.6535	92.6646	92.6414	92.6665	92.6645	92.6496	92.6516	92.6894
00.24	92.6546	92.6647	92.6418	92.6667	92.6651	92.6495	92.6518	92.6867	92.6536	92.6647	92.6415	92.6666	92.6646	92.6497	92.6517	92.6895
00.24	92.6547	92.6648	92.6419	92.6668	92.6652	92.6496	92.6519	92.6868	92.6537	92.6648	92.6416	92.6667	92.6647	92.6498	92.6518	92.6896
00.24	92.6548	92.6649	92.6420	92.6669	92.6653	92.6497	92.6520	92.6869	92.6538	92.6649	92.6417	92.6668	92.6648	92.6499	92.6519	92.6897
00.24	92.6549	92.6650	92.6421	92.6670	92.6654	92.6498	92.6521	92.6870	92.6539	92.6650	92.6418	92.6669	92.6649	92.6500	92.6520	92.6898
00.24	92.6550	92.6651	92.6422	92.6671	92.6655	92.6499	92.6522	92.6871	92.6540	92.6651	92.6419	92.6670	92.6650	92.6501	92.6521	92.6899
00.24	92.6551	92.6652	92.6423	92.6672	92.6656	92.6500	92.6523	92.6872	92.6541	92.6652	92.6420	92.6671	92.6651	92.6502	92.6522	92.6900
00.24	92.6552	92.6653	92.6424	92.6673	92.6657	92.6501	92.6524	92.6873	92.6542	92.6653	92.6421	92.6672	92.6652	92.6503	92.6523	92.6901
00.24	92.6553	92.6654	92.6425	92.6674	92.6658	92.6502	92.6525	92.6874	92.6543	92.6654	92.6422	92.6673	92.6653	92.6504	92.6524	92.6902
00.24	92.6554	92.6655	92.6426	92.6675	92.6659	92.6503	92.6526	92.6875	92.6544	92.6655	92.6423	92.6674	92.6654	92.6505	92.6525	92.6903
00.24	92.6555	92.6656	92.6427	92.6676	92.6660	92.6504	92.6527	92.6876	92.6545	92.6656	92.6424	92.6675	92.6655	92.6506	92.6526	92.6904
00.24	92.6556	92.6657	92.6428	92.6677	92.6661	92.6505	92.6528	92.6877	92.6546	92.6657	92.6425	92.6676	92.6656	92.6507	92.6527	92.6905
00.24	92.6557	92.6658	92.6429	92.6678	92.6662	92.6506	92.6529	92.6878	92.6547	92.6658	92.6426	92.6677	92.6657	92.6508	92.6528	92.6906
00.24	92.6558	92.6659	92.6430	92.6679	92.6663	92.6507	92.6530	92.6879	92.6548	92.6659	92.6427	92.6678	92.6658	92.6509	92.6529	92.6907
00.24	92.6559	92.6660	92.6431	92.6680	92.6664	92.6508	92.6531	92.6880	92.6549	92.6660	92.6428	92.6679	92.6659	92.6510	92.6530	92.6908
00.24	92.6560	92.6661	92.6432	92.6681	92.6665	92.6509	92.6532	92.6881	92.6550	92.6661	92.6429	92.6680	92.6660	92.6511	92.6531	92.6909
00.24	92.6561	92.6662	92.6433	92.6682	92.6666	92.6510	92.6533	92.6882	92.6551	92.6662	92.6430	92.6681	92.6661	92.6512	92.6532	92.6910
00.24	92.6562	92.6663	92.6434	92.6683	92.6667	92.6511	92.6534	92.6883	92.6552	92.6663	92.6431	92.6682	92.6662	92.6513	92.6533	92.6911
00.24	92.6563	92.6664	92.6435	92.6684	92.6668	92.6512	92.6535	92.6884	92.6553	92.6664	92.6432	92.6683	92.6663	92.6514	92.6534	92.6912
00.24	92.6564	92.6665	92.6436	92.6685	92.6669	92.6513	92.6536	92.6885	92.6554	92.6665	92.6433	92.6684	92.6664	92.6515	92.6535	92.6913
00.24	92.6565	92.6666	92.6437	92.6686	92.6670	92.6514	92.6537	92.6886	92.6555	92.6666	92.6434	92.6685	92.6665	92.6516	92.6536	92.6914
00.24	92.6566	92.6667	92.6438	92.6687	92.6671	92.6515	92.6538	92.6887	92.6556	92.6667	92.6435	92.6686	92.6666	92.6517	92.6537	92.6915
00.24	92.6567	92.6668	92.6439	92.6688	92.6672	92.6516	92.6539	92.6888	92.6557	92.6668	92.6436	92.6687	92.6667	92.6518	92.6538	92.6916
00.24	92.6568	92.6669	92.6440	92.6689	92.6673	92.6517	92.6540	92.6889	92.6558	92.6669	92.6437	92.6688	92.6668	92.6519	92.6539	92.6917
00.24	92.6569	92.6670	92.6441	92.6690	92.6674	92.6518	92.6541	92.6890	92.6559	92.6670	92.6438	92.6689	92.6669	92.6520	92.6540	92.6918
00.24	92.6570	92.6671	92.6442	92.6691	92.6675	92.6519	92.6542	92.6891	92.6560	92.6671	92.6439	92.6690	92.6670	92.6521	92.6541	92.6919
00.24	92.6571	92.6672	92.6443	92.6692	92.6676	92.6520	92.6543	92.6892	92.6561	92.6672	92.6440	92.6691	92.6671	92.6522	92.6542	92.6920
00.24	92.6572	92.6673	92.6444	92.6693	92.6677	92.6521	92.6544	92.6893	92.6562	92.6673	92.6441	92.6692	92.6672	92.6523	92.6543	92.6921
00.24	92.6573	92.6674	92.6445	92.6694	92.6678	92.6522	92.6545	92.6894	92.6563	92.6674	92.6442	92.6693	92.6673	92.6524	92.6544	92.6922
00.24	92.6574	92.6675	92.6446	92.6695	92.6679	92.6523	92.6546	92.6895	92.6564	92.6675	92.6443	92.6694	92.6674	92.6525	92.6545	92.6923
00.24	92.6575	92.6676	92.6447	92.6696	92.6680	92.6524	92.6547	92.6896	92.6565	92.6676	92.6444	92.6695	92.6675	92.6526	92.6546	92.6924
00.24	92.6576	92.6677	92.6448	92.6697	92.6681	92.6525	92.6548	92.6897	92.6566	92.6677	92.6445	92.6696	92.6676	92.6527	92.6547	92.6925
00.24	92.6577	92.6678	92.6449	92.6698	92.6682	92.6526	92.6549	92.6898	92.6567	92.6678	92.6446	92.6697	92.6677	92.6528	92.6548	92.6926
00.24	92.6578	92.6679	92.6450	92.6699	92.6683	92.6527	92.6550	92.6899	92.6568	92.6679	92.6447	92.6698	92.6678	92.6529	92.6549	92.6927
00.24	92.6579	92.6680	92.6451	92.6700	92.6684	92.6528	92.6551	92.6900	92.6569	92.6680	92.6448	92.6699	92.6679	92.6530	92.6550	92.6928
00.24	92.6580	92.6681	92.6452	92.6701	92.6685	92.6529	92.6552	92.6901	92.6570	92.6681	92.6449	92.6700	92.6680	92.6531	92.6551	92.6929
00.24	92.6581	92.6682	92.6453	92.6702	92.6686	92.6530	92.6553	92.6902	92.6571	92.6682	92.6450	92.6701	92.6681	92.6532	92.6552	92.6930
00.24	92.6582	92.6683	92.6454	92.6703	92.6687	92.6531	92.6554	92.6903	92.6572	92.6683	92.6451	92.6702	92.6682	92.6533	92.6553	92.6931
